Description_BF,CVE_ID,label_bf,y_predicted,predicted_label,ACC,BFDN,BFCU,BFFX,BFBT,BFSD,BFWD,Unnamed: 12,Description_AF,label_af,y_predicted.1,predicted_label.1,ACC.1,AFCB,AFC,AFBC,AFCF,AFAM,AFF,AFR,AFMS,AFMC,AFDN,AFA,AFMO,AFCN,AFP,AFLH,AFPP,Unnamed: 34,Description_CL,label_cl,predict,label_predict,ACC.2,CLBO,CLBU,CLNP,CLSF,CLOOA,CLUAF,CLCT,CLAV,CLIL,CLML,CLOBO,CLAC,CLDS,CLFR,CLTP,Exist_in_excel
"Regards, Gustavo.",CVE-2016-4483,4,negative,4,1,0,0,0,0,0,0,,"Regards, Gustavo.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Regards, Gustavo.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Reported and fix provided by David Drysdale @ Google.,CVE-2015-7497,4,negative,4,1,0,0,1,0,0,0,,Reported and fix provided by David Drysdale @ Google.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Reported and fix provided by David Drysdale @ Google.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Reported and fixed by Hugh Davenport.,CVE-2015-8242,4,negative,4,1,0,0,0,0,0,0,,Reported and fixed by Hugh Davenport.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Reported and fixed by Hugh Davenport.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Reported by Kostya Serebryany @ Google.,CVE-2015-7500,4,negative,4,1,0,0,0,0,0,0,,Reported by Kostya Serebryany @ Google.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Reported by Kostya Serebryany @ Google.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
run following cmd xmllint --htmlout $PoC poc Here's ASAN log.,CVE-2020-24977,4,negative,4,1,0,0,0,0,0,0,,run following cmd xmllint --htmlout $PoC poc Here's ASAN log.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,run following cmd xmllint --htmlout $PoC poc Here's ASAN log.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Set memory limit for LZMA decompression.,CVE-2017-18258,4,negative,4,1,0,0,0,0,0,0,,Set memory limit for LZMA decompression.,2,negative,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,Set memory limit for LZMA decompression.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Shall I attach the details now or wait until this bug is marked as ""Only for libxml2 developers""?",CVE-2016-1840,4,negative,4,1,0,0,0,0,0,0,,"Shall I attach the details now or wait until this bug is marked as ""Only for libxml2 developers""?",4,negative,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"Shall I attach the details now or wait until this bug is marked as ""Only for libxml2 developers""?",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Since upstream is not responding, i think it is a good time to publish some details here.",CVE-2016-4483,4,negative,4,1,0,0,0,0,0,0,,"Since upstream is not responding, i think it is a good time to publish some details here.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Since upstream is not responding, i think it is a good time to publish some details here.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"size_t, no, you can't change the API to return a 64bit when it was an int as this is both an ABI and API breakage on a variety of platforms.",CVE-2016-1834,4,negative,4,1,0,0,0,0,0,0,,"size_t, no, you can't change the API to return a 64bit when it was an int as this is both an ABI and API breakage on a variety of platforms.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"size_t, no, you can't change the API to return a 64bit when it was an int as this is both an ABI and API breakage on a variety of platforms.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Started by Chris Evans, I added a few more place where the error should have been set in the evaluation context.",CVE-2011-2834,4,negative,4,1,0,0,0,0,1,0,,"Started by Chris Evans, I added a few more place where the error should have been set in the evaluation context.",2,negative,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"Started by Chris Evans, I added a few more place where the error should have been set in the evaluation context.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Stop parsing on entities boundaries errors.,CVE-2015-7941,4,negative,4,1,0,0,0,0,0,0,,Stop parsing on entities boundaries errors.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Stop parsing on entities boundaries errors.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Subject: CVE request: out-of-bounds read parsing an XML in libxml2 using recover mode Hi, We found an out-of-bounds read parsing a specially crafted xml in libxml2 if recover mode is used.",CVE-2016-4483,4,negative,4,1,0,0,0,0,0,0,,"Subject: CVE request: out-of-bounds read parsing an XML in libxml2 using recover mode Hi, We found an out-of-bounds read parsing a specially crafted xml in libxml2 if recover mode is used.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Subject: CVE request: out-of-bounds read parsing an XML in libxml2 using recover mode Hi, We found an out-of-bounds read parsing a specially crafted xml in libxml2 if recover mode is used.",4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"The (1) xmlParserEntityCheck and (2) xmlParseAttValueComplex functions in parser.c in libxml2 2.9.3 do not properly keep track of the recursion depth, which allows context-dependent attackers to cause a denial of service (stack consumption and application crash) via a crafted XML document containing a large number of nested entity references.",CVE-2016-3705,4,positive,1,0,0,0,0,0,0,0,,"The (1) xmlParserEntityCheck and (2) xmlParseAttValueComplex functions in parser.c in libxml2 2.9.3 do not properly keep track of the recursion depth, which allows context-dependent attackers to cause a denial of service (stack consumption and application crash) via a crafted XML document containing a large number of nested entity references.",2,negative,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"The (1) xmlParserEntityCheck and (2) xmlParseAttValueComplex functions in parser.c in libxml2 2.9.3 do not properly keep track of the recursion depth, which allows context-dependent attackers to cause a denial of service (stack consumption and application crash) via a crafted XML document containing a large number of nested entity references.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
The attached document will cause an out of bounds heap read access in the function xmlParseXMLDecl.,CVE-2015-8317,4,positive,1,0,0,0,0,0,0,0,,The attached document will cause an out of bounds heap read access in the function xmlParseXMLDecl.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The attached document will cause an out of bounds heap read access in the function xmlParseXMLDecl.,3,positive,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
The comprehensive fix is to change the return type of xmlStrlen() to size_t so that it doesn't overflow.,CVE-2016-1834,4,positive,1,0,0,0,0,0,0,0,,The comprehensive fix is to change the return type of xmlStrlen() to size_t so that it doesn't overflow.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,The comprehensive fix is to change the return type of xmlStrlen() to size_t so that it doesn't overflow.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
The count was incremented before the allocation and not fixed in case of failure * xpath.c: corrects a few instances where the available count of some structure is updated before we know the allocation actually succeeds,CVE-2011-1944,4,positive,1,0,0,0,0,0,0,0,,The count was incremented before the allocation and not fixed in case of failure * xpath.c: corrects a few instances where the available count of some structure is updated before we know the allocation actually succeeds,2,positive,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,The count was incremented before the allocation and not fixed in case of failure * xpath.c: corrects a few instances where the available count of some structure is updated before we know the allocation actually succeeds,3,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
The count was incremented before the allocation and not fixed in case of failure.,CVE-2011-1944,4,positive,1,0,0,0,0,0,0,0,,The count was incremented before the allocation and not fixed in case of failure.,2,negative,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,The count was incremented before the allocation and not fixed in case of failure.,3,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
the current pointer to the input has to be between the base and end.,CVE-2015-7499,4,negative,4,1,0,0,0,0,0,0,,the current pointer to the input has to be between the base and end.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,the current pointer to the input has to be between the base and end.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The --dropdtd option can leave dangling pointers in entity reference nodes.,CVE-2021-3518,4,positive,1,0,0,0,0,0,0,0,,The --dropdtd option can leave dangling pointers in entity reference nodes.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The --dropdtd option can leave dangling pointers in entity reference nodes.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The error handling of Conditional Section also need to be straightened as the structure of the document can't be guessed on a failure there and it's better to stop parsing as further errors are likely to be irrelevant.,CVE-2015-7941,4,negative,4,1,0,0,0,0,0,0,,The error handling of Conditional Section also need to be straightened as the structure of the document can't be guessed on a failure there and it's better to stop parsing as further errors are likely to be irrelevant.,2,negative,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,The error handling of Conditional Section also need to be straightened as the structure of the document can't be guessed on a failure there and it's better to stop parsing as further errors are likely to be irrelevant.,3,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
The error was traced back into xmlBufGetInputBase.,CVE-2013-1969,4,negative,4,1,0,0,0,0,0,0,,The error was traced back into xmlBufGetInputBase.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The error was traced back into xmlBufGetInputBase.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"The fix for this would be to check the instate in xmlParseMarkupDecl after it parses an entry, and if EOF is reached, then stop.",CVE-2015-8241,4,negative,4,1,0,0,0,0,0,0,,"The fix for this would be to check the instate in xmlParseMarkupDecl after it parses an entry, and if EOF is reached, then stop.",2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"The fix for this would be to check the instate in xmlParseMarkupDecl after it parses an entry, and if EOF is reached, then stop.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"The greatest impact from this flaw is to confidentiality, integrity, and availability.",CVE-2021-3518,4,negative,4,1,0,0,0,0,0,0,,"The greatest impact from this flaw is to confidentiality, integrity, and availability.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The greatest impact from this flaw is to confidentiality, integrity, and availability.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The highest threat from this vulnerability is to system availability.,CVE-2021-3537,4,negative,4,1,0,0,0,0,0,0,,The highest threat from this vulnerability is to system availability.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The highest threat from this vulnerability is to system availability.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The HTML parser was too optimistic when processing comments and didn't check for the end of the stream on the first 2 characters.,CVE-2015-8710,1,positive,1,1,1,0,0,0,0,0,,The HTML parser was too optimistic when processing comments and didn't check for the end of the stream on the first 2 characters.,4,positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The HTML parser was too optimistic when processing comments and didn't check for the end of the stream on the first 2 characters.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"The htmlCurrentChar function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",CVE-2016-1833,4,negative,4,1,0,0,0,0,0,0,,"The htmlCurrentChar function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The htmlCurrentChar function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The htmlParseComment function in HTMLparser.c in libxml2 allows attackers to obtain sensitive information, cause a denial of service (out-of-bounds heap memory access and application crash), or possibly have unspecified other impact via an unclosed HTML comment.",CVE-2015-8710,4,negative,4,1,0,0,0,0,0,0,,"The htmlParseComment function in HTMLparser.c in libxml2 allows attackers to obtain sensitive information, cause a denial of service (out-of-bounds heap memory access and application crash), or possibly have unspecified other impact via an unclosed HTML comment.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The htmlParseComment function in HTMLparser.c in libxml2 allows attackers to obtain sensitive information, cause a denial of service (out-of-bounds heap memory access and application crash), or possibly have unspecified other impact via an unclosed HTML comment.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
The htmlParseTryOrFinish function in HTMLparser.c in libxml2 2.9.4 allows attackers to cause a denial of service (buffer over-read) or information disclosure.,CVE-2017-8872,4,negative,4,1,0,0,0,0,0,0,,The htmlParseTryOrFinish function in HTMLparser.c in libxml2 2.9.4 allows attackers to cause a denial of service (buffer over-read) or information disclosure.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The htmlParseTryOrFinish function in HTMLparser.c in libxml2 2.9.4 allows attackers to cause a denial of service (buffer over-read) or information disclosure.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
The issue has been fixed in commit 50f06b3e.,CVE-2020-24977,4,negative,4,1,0,0,0,0,0,0,,The issue has been fixed in commit 50f06b3e.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The issue has been fixed in commit 50f06b3e.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"The most likely impact of this flaw is to application availability, with some potential impact to confidentiality and integrity if an attacker is able to use memory information to further exploit the application.",CVE-2021-3517,4,negative,4,1,0,0,0,0,0,0,,"The most likely impact of this flaw is to application availability, with some potential impact to confidentiality and integrity if an attacker is able to use memory information to further exploit the application.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The most likely impact of this flaw is to application availability, with some potential impact to confidentiality and integrity if an attacker is able to use memory information to further exploit the application.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The pointers from the context input were not properly reset after that call which can do reallocations.,CVE-2013-1969,1,positive,1,1,1,0,0,0,0,0,,The pointers from the context input were not properly reset after that call which can do reallocations.,2,negative,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,The pointers from the context input were not properly reset after that call which can do reallocations.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
The problem is doing it in a consistent and safe fashion.,CVE-2015-7499,4,negative,4,1,0,0,0,0,0,0,,The problem is doing it in a consistent and safe fashion.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The problem is doing it in a consistent and safe fashion.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The processing of namespace and attributes nodes was not compliant to the XPath-1.0 specification.,CVE-2010-4008,4,negative,4,1,1,0,0,0,0,0,,The processing of namespace and attributes nodes was not compliant to the XPath-1.0 specification.,2,negative,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,The processing of namespace and attributes nodes was not compliant to the XPath-1.0 specification.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"The xmlBufAttrSerializeTxtContent function in xmlsave.c in libxml2 allows context-dependent attackers to cause a denial of service (out-of-bounds read and application crash) via a non-UTF-8 attribute value, related to serialization.",CVE-2016-4483,4,negative,4,1,0,0,0,0,0,0,,"The xmlBufAttrSerializeTxtContent function in xmlsave.c in libxml2 allows context-dependent attackers to cause a denial of service (out-of-bounds read and application crash) via a non-UTF-8 attribute value, related to serialization.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The xmlBufAttrSerializeTxtContent function in xmlsave.c in libxml2 allows context-dependent attackers to cause a denial of service (out-of-bounds read and application crash) via a non-UTF-8 attribute value, related to serialization.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
"The xmlDictAddString function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",CVE-2016-1839,4,negative,4,1,0,0,0,0,0,0,,"The xmlDictAddString function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The xmlDictAddString function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The xmlNextChar function in libxml2 2.9.2 does not properly check the state, which allows context-dependent attackers to cause a denial of service (heap-based buffer over-read and application crash) or obtain sensitive information via crafted XML data.",CVE-2015-8241,4,negative,4,1,0,0,0,0,0,0,,"The xmlNextChar function in libxml2 2.9.2 does not properly check the state, which allows context-dependent attackers to cause a denial of service (heap-based buffer over-read and application crash) or obtain sensitive information via crafted XML data.",2,negative,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,"The xmlNextChar function in libxml2 2.9.2 does not properly check the state, which allows context-dependent attackers to cause a denial of service (heap-based buffer over-read and application crash) or obtain sensitive information via crafted XML data.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
The xmlNextChar function in libxml2 before 2.9.4 allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.,CVE-2016-1762,4,negative,4,1,0,0,0,0,0,0,,The xmlNextChar function in libxml2 before 2.9.4 allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The xmlNextChar function in libxml2 before 2.9.4 allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The xmlParseElementDecl function in parser.c in libxml2 before 2.9.4 allows context-dependent attackers to cause a denial of service (heap-based buffer underread and application crash) via a crafted file, involving xmlParseName.",CVE-2016-4447,4,negative,4,1,0,0,0,0,0,0,,"The xmlParseElementDecl function in parser.c in libxml2 before 2.9.4 allows context-dependent attackers to cause a denial of service (heap-based buffer underread and application crash) via a crafted file, involving xmlParseName.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The xmlParseElementDecl function in parser.c in libxml2 before 2.9.4 allows context-dependent attackers to cause a denial of service (heap-based buffer underread and application crash) via a crafted file, involving xmlParseName.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
The xmlParseMisc function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service (out-of-bounds heap read) via unspecified vectors related to incorrect entities boundaries and start tags.,CVE-2015-7500,4,negative,4,1,0,0,0,0,0,0,,The xmlParseMisc function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service (out-of-bounds heap read) via unspecified vectors related to incorrect entities boundaries and start tags.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The xmlParseMisc function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service (out-of-bounds heap read) via unspecified vectors related to incorrect entities boundaries and start tags.,3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The xmlParserHandlePEReference function in parser.c in libxml2 before 2.9.2, as used in Web Listener in Oracle HTTP Server in Oracle Fusion Middleware 11.1.1.7.0, 12.1.2.0, and 12.1.3.0 and other products, loads external parameter entities regardless of whether entity substitution or validation is enabled, which allows remote attackers to cause a denial of service (resource consumption) via a crafted XML document.",CVE-2014-0191,4,negative,4,1,0,0,0,0,0,0,,"The xmlParserHandlePEReference function in parser.c in libxml2 before 2.9.2, as used in Web Listener in Oracle HTTP Server in Oracle Fusion Middleware 11.1.1.7.0, 12.1.2.0, and 12.1.3.0 and other products, loads external parameter entities regardless of whether entity substitution or validation is enabled, which allows remote attackers to cause a denial of service (resource consumption) via a crafted XML document.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The xmlParserHandlePEReference function in parser.c in libxml2 before 2.9.2, as used in Web Listener in Oracle HTTP Server in Oracle Fusion Middleware 11.1.1.7.0, 12.1.2.0, and 12.1.3.0 and other products, loads external parameter entities regardless of whether entity substitution or validation is enabled, which allows remote attackers to cause a denial of service (resource consumption) via a crafted XML document.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The xmlPArserPrintFileContextInternal function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",CVE-2016-1838,4,negative,4,1,0,0,0,0,0,0,,"The xmlPArserPrintFileContextInternal function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The xmlPArserPrintFileContextInternal function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The xmlParseXMLDecl function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to obtain sensitive information via an (1) unterminated encoding value or (2) incomplete XML declaration in XML data, which triggers an out-of-bounds heap read.",CVE-2015-8317,4,negative,4,1,0,0,0,0,0,0,,"The xmlParseXMLDecl function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to obtain sensitive information via an (1) unterminated encoding value or (2) incomplete XML declaration in XML data, which triggers an out-of-bounds heap read.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The xmlParseXMLDecl function in parser.c in libxml2 before 2.9.3 allows context-dependent attackers to obtain sensitive information via an (1) unterminated encoding value or (2) incomplete XML declaration in XML data, which triggers an out-of-bounds heap read.",4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The xmlSAX2TextNode function in SAX2.c in the push interface in the HTML parser in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service (stack-based buffer over-read and application crash) or obtain sensitive information via crafted XML data.,CVE-2015-8242,4,negative,4,1,0,0,0,0,0,0,,The xmlSAX2TextNode function in SAX2.c in the push interface in the HTML parser in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service (stack-based buffer over-read and application crash) or obtain sensitive information via crafted XML data.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The xmlSAX2TextNode function in SAX2.c in the push interface in the HTML parser in libxml2 before 2.9.3 allows context-dependent attackers to cause a denial of service (stack-based buffer over-read and application crash) or obtain sensitive information via crafted XML data.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
"The xmlStringLenDecodeEntities function in parser.c in libxml2 before 2.9.3 does not properly prevent entity expansion, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted XML data, a different vulnerability than CVE-2014-3660.",CVE-2015-5312,4,positive,1,0,0,0,0,0,0,0,,"The xmlStringLenDecodeEntities function in parser.c in libxml2 before 2.9.3 does not properly prevent entity expansion, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted XML data, a different vulnerability than CVE-2014-3660.",2,negative,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,"The xmlStringLenDecodeEntities function in parser.c in libxml2 before 2.9.3 does not properly prevent entity expansion, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted XML data, a different vulnerability than CVE-2014-3660.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The xz_decomp function in xzlib.c in libxml2 2.9.8, if --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file that triggers LZMA_MEMLIMIT_ERROR, as demonstrated by xmllint, a different vulnerability than CVE-2015-8035.",CVE-2018-9251,4,negative,4,1,0,0,0,0,0,0,,"The xz_decomp function in xzlib.c in libxml2 2.9.8, if --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file that triggers LZMA_MEMLIMIT_ERROR, as demonstrated by xmllint, a different vulnerability than CVE-2015-8035.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The xz_decomp function in xzlib.c in libxml2 2.9.8, if --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file that triggers LZMA_MEMLIMIT_ERROR, as demonstrated by xmllint, a different vulnerability than CVE-2015-8035.",3,positive,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,TRUE
"The xz_head function in libxml2 allows remote attackers to cause a denial of service (memory consumption) via a crafted LZMA file, because the decoder functionality does not restrict memory usage to what is required for a legitimate file.",CVE-2017-18258,4,positive,1,0,0,0,0,0,0,0,,"The xz_head function in libxml2 allows remote attackers to cause a denial of service (memory consumption) via a crafted LZMA file, because the decoder functionality does not restrict memory usage to what is required for a legitimate file.",2,negative,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"The xz_head function in libxml2 allows remote attackers to cause a denial of service (memory consumption) via a crafted LZMA file, because the decoder functionality does not restrict memory usage to what is required for a legitimate file.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"The xz_head function in xzlib.c in libxml2 before 2.9.6 allows remote attackers to cause a denial of service (memory consumption) via a crafted LZMA file, because the decoder functionality does not restrict memory usage to what is required for a legitimate file.",CVE-2017-18258,4,positive,1,0,0,0,0,0,0,0,,"The xz_head function in xzlib.c in libxml2 before 2.9.6 allows remote attackers to cause a denial of service (memory consumption) via a crafted LZMA file, because the decoder functionality does not restrict memory usage to what is required for a legitimate file.",2,negative,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"The xz_head function in xzlib.c in libxml2 before 2.9.6 allows remote attackers to cause a denial of service (memory consumption) via a crafted LZMA file, because the decoder functionality does not restrict memory usage to what is required for a legitimate file.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
